"","Threshold","Percent_exceedance"
"1",0,100
"2",1,76.0667640139531
"3",2,34.4008578729618
"4",3,14.0514723777075
"5",4,5.12467550904519
"6",5,1.66757929747708
"7",6,0.524762715989292
"8",7,0.14500689543279
"9",8,0.0420824207025229
"10",9,0.0129289364808956
"11",10,0.00177455990914253
"12",11,0.000507017116897867
"13",12,0.000507017116897867
"14",13,0
"15",14,0
